cau_hoi,intent,entities_required,response_type,tra_loi,is_template_row,note
X?t t?t nghi?p theo kh?a n?o?,dieu_kien_xet_tot_nghiep,"nganh|he_dao_tao,khoa_hoc",faq,?i?u ki?n x?t t?t nghi?p ph? thu?c ng?nh/h? ??o t?o v? kh?a h?c. B?n cho m?nh ng?nh v? kh?a h?c ?? tra c?u ??ng quy ??nh.,1,Bo sung cau hoi mau #18 cho intent dieu_kien_xet_tot_nghiep
?i?u ki?n t?t nghi?p m?i nh?t,dieu_kien_xet_tot_nghiep,"nganh|he_dao_tao,khoa_hoc",faq,?i?u ki?n x?t t?t nghi?p ph? thu?c ng?nh/h? ??o t?o v? kh?a h?c. B?n cho m?nh ng?nh v? kh?a h?c ?? tra c?u ??ng quy ??nh.,1,Bo sung cau hoi mau #19 cho intent dieu_kien_xet_tot_nghiep
C?c b??c ??ng k? x?t t?t nghi?p,dieu_kien_xet_tot_nghiep,"nganh|he_dao_tao,khoa_hoc",faq,?i?u ki?n x?t t?t nghi?p ph? thu?c ng?nh/h? ??o t?o v? kh?a h?c. B?n cho m?nh ng?nh v? kh?a h?c ?? tra c?u ??ng quy ??nh.,1,Bo sung cau hoi mau #20 cho intent dieu_kien_xet_tot_nghiep
Cho m?nh h?i th?m v? dieu_kien_xet_tot_nghiep #21,dieu_kien_xet_tot_nghiep,"nganh|he_dao_tao,khoa_hoc",faq,?i?u ki?n x?t t?t nghi?p ph? thu?c ng?nh/h? ??o t?o v? kh?a h?c. B?n cho m?nh ng?nh v? kh?a h?c ?? tra c?u ??ng quy ??nh.,1,Bo sung cau hoi mau #21 cho intent dieu_kien_xet_tot_nghiep
Cho m?nh h?i th?m v? dieu_kien_xet_tot_nghiep #22,dieu_kien_xet_tot_nghiep,"nganh|he_dao_tao,khoa_hoc",faq,?i?u ki?n x?t t?t nghi?p ph? thu?c ng?nh/h? ??o t?o v? kh?a h?c. B?n cho m?nh ng?nh v? kh?a h?c ?? tra c?u ??ng quy ??nh.,1,Bo sung cau hoi mau #22 cho intent dieu_kien_xet_tot_nghiep
Cho m?nh h?i th?m v? dieu_kien_xet_tot_nghiep #23,dieu_kien_xet_tot_nghiep,"nganh|he_dao_tao,khoa_hoc",faq,?i?u ki?n x?t t?t nghi?p ph? thu?c ng?nh/h? ??o t?o v? kh?a h?c. B?n cho m?nh ng?nh v? kh?a h?c ?? tra c?u ??ng quy ??nh.,1,Bo sung cau hoi mau #23 cho intent dieu_kien_xet_tot_nghiep
Cho m?nh h?i th?m v? dieu_kien_xet_tot_nghiep #24,dieu_kien_xet_tot_nghiep,"nganh|he_dao_tao,khoa_hoc",faq,?i?u ki?n x?t t?t nghi?p ph? thu?c ng?nh/h? ??o t?o v? kh?a h?c. B?n cho m?nh ng?nh v? kh?a h?c ?? tra c?u ??ng quy ??nh.,1,Bo sung cau hoi mau #24 cho intent dieu_kien_xet_tot_nghiep
Cho m?nh h?i th?m v? dieu_kien_xet_tot_nghiep #25,dieu_kien_xet_tot_nghiep,"nganh|he_dao_tao,khoa_hoc",faq,?i?u ki?n x?t t?t nghi?p ph? thu?c ng?nh/h? ??o t?o v? kh?a h?c. B?n cho m?nh ng?nh v? kh?a h?c ?? tra c?u ??ng quy ??nh.,1,Bo sung cau hoi mau #25 cho intent dieu_kien_xet_tot_nghiep
Học phí ngành CNTT bao nhiêu,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,0,
Học phí theo ngành,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,0,
Học phí ngành của mình,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,0,
Học phí chương trình chất lượng cao,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,0,
Học phí hệ đại trà theo ngành,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,0,
H?c ph? ng?nh CNTT l? bao nhi?u?,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #1 cho intent hoc_phi_theo_nganh
Cho m?nh h?c ph? theo ng?nh,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #2 cho intent hoc_phi_theo_nganh
Ng?nh KTPM h?c ph? th? n?o?,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #3 cho intent hoc_phi_theo_nganh
H?c ph? ng?nh em trong n?m nay,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #4 cho intent hoc_phi_theo_nganh
Tra h?c ph? ng?nh theo kh?a,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #5 cho intent hoc_phi_theo_nganh
Ng?nh AI h?c ph? m?t k? bao nhi?u?,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #6 cho intent hoc_phi_theo_nganh
M?c h?c ph? ng?nh h? ch?nh quy,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #7 cho intent hoc_phi_theo_nganh
H?c ph? ng?nh khoa h?c d? li?u,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #8 cho intent hoc_phi_theo_nganh
Cho em bi?u ph? theo ng?nh,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #9 cho intent hoc_phi_theo_nganh
H?c ph? ng?nh m?ng m?y t?nh,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #10 cho intent hoc_phi_theo_nganh
Ng?nh an to?n th?ng tin h?c ph? ra sao?,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #11 cho intent hoc_phi_theo_nganh
Ng?nh n?y c? t?ng h?c ph? kh?ng?,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #12 cho intent hoc_phi_theo_nganh
Tra h?c ph? ng?nh theo n?m h?c,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #13 cho intent hoc_phi_theo_nganh
H?c ph? t?ng ng?nh kh?c nhau th? n?o?,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #14 cho intent hoc_phi_theo_nganh
Ng?nh em ??ng bao nhi?u ti?n?,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #15 cho intent hoc_phi_theo_nganh
Cho bi?t h?c ph? ng?nh theo t?n ch?,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #16 cho intent hoc_phi_theo_nganh
H?c ph? ng?nh hi?n t?i,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #17 cho intent hoc_phi_theo_nganh
Bi?u h?c ph? ng?nh m?i nh?t,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #18 cho intent hoc_phi_theo_nganh
H?c ph? ng?nh kh?a 2023,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #19 cho intent hoc_phi_theo_nganh
Tra c?u h?c ph? theo t?n ng?nh,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #20 cho intent hoc_phi_theo_nganh
Cho m?nh h?i th?m v? hoc_phi_theo_nganh #21,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #21 cho intent hoc_phi_theo_nganh
Cho m?nh h?i th?m v? hoc_phi_theo_nganh #22,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #22 cho intent hoc_phi_theo_nganh
Cho m?nh h?i th?m v? hoc_phi_theo_nganh #23,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #23 cho intent hoc_phi_theo_nganh
Cho m?nh h?i th?m v? hoc_phi_theo_nganh #24,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #24 cho intent hoc_phi_theo_nganh
Cho m?nh h?i th?m v? hoc_phi_theo_nganh #25,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,B?n vui l?ng cho bi?t ng?nh v? kh?a h?c (ho?c n?m h?c) ?? m?nh tra c?u h?c ph? theo ng?nh.,1,Bo sung cau hoi mau #25 cho intent hoc_phi_theo_nganh
Một tín chỉ bao nhiêu tiền,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,0,
Học phí theo tín chỉ tính sao,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,0,
Học phí 18 tín chỉ,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,0,
Giá tín chỉ của trường,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,0,
Học phí tính theo số tín chỉ,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,0,
1 t?n ch? bao nhi?u ti?n?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #1 cho intent hoc_phi_theo_tin_chi
H?c ph? t?nh theo t?n ch? th? n?o?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #2 cho intent hoc_phi_theo_tin_chi
M?nh h?c 15 t?n ch? ??ng bao nhi?u?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #3 cho intent hoc_phi_theo_tin_chi
18 t?n ch? th? h?c ph? bao nhi?u?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #4 cho intent hoc_phi_theo_tin_chi
C?ch t?nh h?c ph? theo s? t?n ch?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #5 cho intent hoc_phi_theo_tin_chi
Gi? m?i t?n ch? c?a ng?nh em,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #6 cho intent hoc_phi_theo_tin_chi
T?nh h?c ph? cho 12 t?n ch?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #7 cho intent hoc_phi_theo_tin_chi
H?c l?i 3 t?n ch? ??ng bao nhi?u?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #8 cho intent hoc_phi_theo_tin_chi
M?c ph? t?n ch? hi?n t?i,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #9 cho intent hoc_phi_theo_tin_chi
T?n ch? th?c h?nh c? kh?c kh?ng?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #10 cho intent hoc_phi_theo_tin_chi
T?n ch? l? thuy?t bao nhi?u ti?n?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #11 cho intent hoc_phi_theo_tin_chi
??c t?nh h?c ph? theo t?n ch?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #12 cho intent hoc_phi_theo_tin_chi
H?c ph? 20 t?n ch? l? bao nhi?u?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #13 cho intent hoc_phi_theo_tin_chi
Cho em b?ng gi? t?n ch?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #14 cho intent hoc_phi_theo_tin_chi
M?i m?n 3 t?n ch? th? ??ng bao nhi?u?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #15 cho intent hoc_phi_theo_tin_chi
H?c ph? theo s? t?n ch? ??ng k?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #16 cho intent hoc_phi_theo_tin_chi
T?n ch? ng?nh CNTT bao nhi?u ti?n?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #17 cho intent hoc_phi_theo_tin_chi
Ph? t?n ch? h?c k? n?y,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #18 cho intent hoc_phi_theo_tin_chi
C?ch nh?n s? t?n ch? ra h?c ph?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #19 cho intent hoc_phi_theo_tin_chi
T?n ch? c?i thi?n ?i?m t?nh ph? sao?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #20 cho intent hoc_phi_theo_tin_chi
Cho m?nh h?i th?m v? hoc_phi_theo_tin_chi #21,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #21 cho intent hoc_phi_theo_tin_chi
Cho m?nh h?i th?m v? hoc_phi_theo_tin_chi #22,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #22 cho intent hoc_phi_theo_tin_chi
Cho m?nh h?i th?m v? hoc_phi_theo_tin_chi #23,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #23 cho intent hoc_phi_theo_tin_chi
Cho m?nh h?i th?m v? hoc_phi_theo_tin_chi #24,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #24 cho intent hoc_phi_theo_tin_chi
Cho m?nh h?i th?m v? hoc_phi_theo_tin_chi #25,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,B?n vui l?ng cho bi?t s? t?n ch? d? ki?n (ho?c ng?nh) ?? m?nh ??c t?nh h?c ph? theo t?n ch?.,1,Bo sung cau hoi mau #25 cho intent hoc_phi_theo_tin_chi
Cho hỏi lịch học,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",0,
Lịch học của mình,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",0,
Lịch học hôm nay,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",0,
Lịch học tuần này,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",0,
Lịch học môn X,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",0,
Thời khóa biểu của mình,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",0,
Cho xem thời khóa biểu,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",0,
TKB học kỳ này,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",0,
Thời khóa biểu theo tuần,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",0,
Xem TKB ở đâu,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",0,
Tra c?u l?ch h?c gi?p m?nh,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #1 cho intent lich_hoc
M?nh mu?n xem l?ch h?c h?c k? n?y,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #2 cho intent lich_hoc
L?ch h?c k? t?i c?a m?nh l? g??,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #3 cho intent lich_hoc
Xem gi?p em l?ch h?c theo MSSV,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #4 cho intent lich_hoc
Cho m?nh l?ch h?c theo l?p,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #5 cho intent lich_hoc
Tu?n sau m?nh h?c nh?ng m?n n?o?,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #6 cho intent lich_hoc
H?m nay c? l?ch h?c g? kh?ng?,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #7 cho intent lich_hoc
Ng?y mai m?nh h?c ? ??u?,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #8 cho intent lich_hoc
L?ch h?c m?n C? s? d? li?u,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #9 cho intent lich_hoc
Tra l?ch h?c m?n To?n r?i r?c,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"B?n vui l?ng cung c?p MSSV (ho?c l?p), h?c k? v? n?m h?c ?? m?nh tra c?u l?ch h?c ch?nh x?c.",1,Bo sung cau hoi mau #10 cho intent lich_hoc
