cau_hoi,intent,entities_required,response_type,tra_loi,is_template_row,note
Thong tin moi nhat ve hoc phi theo nganh la gi?,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,Bạn vui lòng cho biết ngành/chương trình và học kỳ/năm học để mình tra cứu học phí theo ngành.,1,Bo sung cau hoi mau #5 cho intent hoc_phi_theo_nganh
Minh muon biet chi tiet hoc phi theo nganh.,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,Bạn vui lòng cho biết ngành/chương trình và học kỳ/năm học để mình tra cứu học phí theo ngành.,1,Bo sung cau hoi mau #6 cho intent hoc_phi_theo_nganh
hoc phi theo nganh co thay doi gi khong?,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,Bạn vui lòng cho biết ngành/chương trình và học kỳ/năm học để mình tra cứu học phí theo ngành.,1,Bo sung cau hoi mau #7 cho intent hoc_phi_theo_nganh
Ban ho tro minh phan hoc phi theo nganh nhe.,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,Bạn vui lòng cho biết ngành/chương trình và học kỳ/năm học để mình tra cứu học phí theo ngành.,1,Bo sung cau hoi mau #8 cho intent hoc_phi_theo_nganh
Cho minh xin huong dan ve hoc phi theo nganh.,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,Bạn vui lòng cho biết ngành/chương trình và học kỳ/năm học để mình tra cứu học phí theo ngành.,1,Bo sung cau hoi mau #9 cho intent hoc_phi_theo_nganh
Minh dang thac mac ve hoc phi theo nganh.,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,Bạn vui lòng cho biết ngành/chương trình và học kỳ/năm học để mình tra cứu học phí theo ngành.,1,Bo sung cau hoi mau #10 cho intent hoc_phi_theo_nganh
Tra cuu giup minh hoc phi theo nganh.,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,Bạn vui lòng cho biết ngành/chương trình và học kỳ/năm học để mình tra cứu học phí theo ngành.,1,Bo sung cau hoi mau #11 cho intent hoc_phi_theo_nganh
hoc phi theo nganh danh cho sinh vien nhu the nao?,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,Bạn vui lòng cho biết ngành/chương trình và học kỳ/năm học để mình tra cứu học phí theo ngành.,1,Bo sung cau hoi mau #12 cho intent hoc_phi_theo_nganh
Minh can dieu kien lien quan den hoc phi theo nganh.,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,Bạn vui lòng cho biết ngành/chương trình và học kỳ/năm học để mình tra cứu học phí theo ngành.,1,Bo sung cau hoi mau #13 cho intent hoc_phi_theo_nganh
Ban giai thich giup hoc phi theo nganh.,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,Bạn vui lòng cho biết ngành/chương trình và học kỳ/năm học để mình tra cứu học phí theo ngành.,1,Bo sung cau hoi mau #14 cho intent hoc_phi_theo_nganh
Minh can thong tin chinh thuc ve hoc phi theo nganh.,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,Bạn vui lòng cho biết ngành/chương trình và học kỳ/năm học để mình tra cứu học phí theo ngành.,1,Bo sung cau hoi mau #15 cho intent hoc_phi_theo_nganh
Cho minh hoi them ve hoc phi theo nganh.,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,Bạn vui lòng cho biết ngành/chương trình và học kỳ/năm học để mình tra cứu học phí theo ngành.,1,Bo sung cau hoi mau #16 cho intent hoc_phi_theo_nganh
Minh muon kiem tra lai hoc phi theo nganh.,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,Bạn vui lòng cho biết ngành/chương trình và học kỳ/năm học để mình tra cứu học phí theo ngành.,1,Bo sung cau hoi mau #17 cho intent hoc_phi_theo_nganh
Tu van giup minh hoc phi theo nganh.,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,Bạn vui lòng cho biết ngành/chương trình và học kỳ/năm học để mình tra cứu học phí theo ngành.,1,Bo sung cau hoi mau #18 cho intent hoc_phi_theo_nganh
Minh can cap nhat hoc phi theo nganh.,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,Bạn vui lòng cho biết ngành/chương trình và học kỳ/năm học để mình tra cứu học phí theo ngành.,1,Bo sung cau hoi mau #19 cho intent hoc_phi_theo_nganh
Ban cho minh biet hoc phi theo nganh voi.,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,Bạn vui lòng cho biết ngành/chương trình và học kỳ/năm học để mình tra cứu học phí theo ngành.,1,Bo sung cau hoi mau #20 cho intent hoc_phi_theo_nganh
hoc phi theo nganh co nhung diem can luu y nao?,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,Bạn vui lòng cho biết ngành/chương trình và học kỳ/năm học để mình tra cứu học phí theo ngành.,1,Bo sung cau hoi mau #21 cho intent hoc_phi_theo_nganh
Huong dan thuc hien hoc phi theo nganh.,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,Bạn vui lòng cho biết ngành/chương trình và học kỳ/năm học để mình tra cứu học phí theo ngành.,1,Bo sung cau hoi mau #22 cho intent hoc_phi_theo_nganh
Cho minh xem quy dinh ve hoc phi theo nganh.,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,Bạn vui lòng cho biết ngành/chương trình và học kỳ/năm học để mình tra cứu học phí theo ngành.,1,Bo sung cau hoi mau #23 cho intent hoc_phi_theo_nganh
Minh muon hoi nhanh ve hoc phi theo nganh.,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,Bạn vui lòng cho biết ngành/chương trình và học kỳ/năm học để mình tra cứu học phí theo ngành.,1,Bo sung cau hoi mau #24 cho intent hoc_phi_theo_nganh
Thong tin tra cuu hoc phi theo nganh gom nhung gi?,hoc_phi_theo_nganh,"nganh,khoa_hoc|nam_hoc",hybrid,Bạn vui lòng cho biết ngành/chương trình và học kỳ/năm học để mình tra cứu học phí theo ngành.,1,Bo sung cau hoi mau #25 cho intent hoc_phi_theo_nganh
Một tín chỉ bao nhiêu tiền,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,0,
Học phí theo tín chỉ tính sao,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và số tín chỉ dự kiến để mình ước tính học phí.,0,
Học phí 18 tín chỉ,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và học kỳ/năm học để mình ước tính học phí theo tín chỉ.,0,
Giá tín chỉ của trường,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,0,
Học phí tính theo số tín chỉ,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và số tín chỉ dự kiến để mình ước tính.,0,
Cho minh hoi ve hoc phi theo tin chi duoc khong?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #1 cho intent hoc_phi_theo_tin_chi
hoc phi theo tin chi hien nay nhu the nao?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #2 cho intent hoc_phi_theo_tin_chi
Minh can tra cuu hoc phi theo tin chi.,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #3 cho intent hoc_phi_theo_tin_chi
hoc phi theo tin chi ap dung ra sao?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #4 cho intent hoc_phi_theo_tin_chi
Thong tin moi nhat ve hoc phi theo tin chi la gi?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #5 cho intent hoc_phi_theo_tin_chi
Minh muon biet chi tiet hoc phi theo tin chi.,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #6 cho intent hoc_phi_theo_tin_chi
hoc phi theo tin chi co thay doi gi khong?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #7 cho intent hoc_phi_theo_tin_chi
Ban ho tro minh phan hoc phi theo tin chi nhe.,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #8 cho intent hoc_phi_theo_tin_chi
Cho minh xin huong dan ve hoc phi theo tin chi.,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #9 cho intent hoc_phi_theo_tin_chi
Minh dang thac mac ve hoc phi theo tin chi.,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #10 cho intent hoc_phi_theo_tin_chi
Tra cuu giup minh hoc phi theo tin chi.,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #11 cho intent hoc_phi_theo_tin_chi
hoc phi theo tin chi danh cho sinh vien nhu the nao?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #12 cho intent hoc_phi_theo_tin_chi
Minh can dieu kien lien quan den hoc phi theo tin chi.,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #13 cho intent hoc_phi_theo_tin_chi
Ban giai thich giup hoc phi theo tin chi.,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #14 cho intent hoc_phi_theo_tin_chi
Minh can thong tin chinh thuc ve hoc phi theo tin chi.,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #15 cho intent hoc_phi_theo_tin_chi
Cho minh hoi them ve hoc phi theo tin chi.,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #16 cho intent hoc_phi_theo_tin_chi
Minh muon kiem tra lai hoc phi theo tin chi.,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #17 cho intent hoc_phi_theo_tin_chi
Tu van giup minh hoc phi theo tin chi.,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #18 cho intent hoc_phi_theo_tin_chi
Minh can cap nhat hoc phi theo tin chi.,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #19 cho intent hoc_phi_theo_tin_chi
Ban cho minh biet hoc phi theo tin chi voi.,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #20 cho intent hoc_phi_theo_tin_chi
hoc phi theo tin chi co nhung diem can luu y nao?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #21 cho intent hoc_phi_theo_tin_chi
Huong dan thuc hien hoc phi theo tin chi.,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #22 cho intent hoc_phi_theo_tin_chi
Cho minh xem quy dinh ve hoc phi theo tin chi.,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #23 cho intent hoc_phi_theo_tin_chi
Minh muon hoi nhanh ve hoc phi theo tin chi.,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #24 cho intent hoc_phi_theo_tin_chi
Thong tin tra cuu hoc phi theo tin chi gom nhung gi?,hoc_phi_theo_tin_chi,so_tin_chi|nganh,hybrid,Bạn vui lòng cho biết ngành/chương trình và năm học để mình tra cứu đơn giá tín chỉ.,1,Bo sung cau hoi mau #25 cho intent hoc_phi_theo_tin_chi
Cho hỏi lịch học,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch học.",0,
Lịch học của mình,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch học.",0,
Lịch học hôm nay,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết MSSV (hoặc lớp) và ngày cần xem để mình tra cứu.,0,
Lịch học tuần này,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và tuần cần xem để mình tra cứu.",0,
Lịch học môn X,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết mã môn/tên môn, học kỳ và năm học để mình tra cứu lịch học.",0,
Thời khóa biểu của mình,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu thời khóa biểu.",0,
Cho xem thời khóa biểu,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu thời khóa biểu.",0,
TKB học kỳ này,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết học kỳ và năm học để mình tra cứu thời khóa biểu.,0,
Thời khóa biểu theo tuần,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và tuần cần xem để mình tra cứu.",0,
Xem TKB ở đâu,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết bạn muốn xem trên portal hay LMS để mình hướng dẫn.,0,
Cho minh hoi ve lich hoc duoc khong?,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch học.",1,Bo sung cau hoi mau #1 cho intent lich_hoc
lich hoc hien nay nhu the nao?,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch học.",1,Bo sung cau hoi mau #2 cho intent lich_hoc
Minh can tra cuu lich hoc.,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch học.",1,Bo sung cau hoi mau #3 cho intent lich_hoc
lich hoc ap dung ra sao?,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch học.",1,Bo sung cau hoi mau #4 cho intent lich_hoc
Thong tin moi nhat ve lich hoc la gi?,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch học.",1,Bo sung cau hoi mau #5 cho intent lich_hoc
Minh muon biet chi tiet lich hoc.,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch học.",1,Bo sung cau hoi mau #6 cho intent lich_hoc
lich hoc co thay doi gi khong?,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch học.",1,Bo sung cau hoi mau #7 cho intent lich_hoc
Ban ho tro minh phan lich hoc nhe.,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch học.",1,Bo sung cau hoi mau #8 cho intent lich_hoc
Cho minh xin huong dan ve lich hoc.,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch học.",1,Bo sung cau hoi mau #9 cho intent lich_hoc
Minh dang thac mac ve lich hoc.,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch học.",1,Bo sung cau hoi mau #10 cho intent lich_hoc
Tra cuu giup minh lich hoc.,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch học.",1,Bo sung cau hoi mau #11 cho intent lich_hoc
lich hoc danh cho sinh vien nhu the nao?,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch học.",1,Bo sung cau hoi mau #12 cho intent lich_hoc
Minh can dieu kien lien quan den lich hoc.,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch học.",1,Bo sung cau hoi mau #13 cho intent lich_hoc
Ban giai thich giup lich hoc.,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch học.",1,Bo sung cau hoi mau #14 cho intent lich_hoc
Minh can thong tin chinh thuc ve lich hoc.,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch học.",1,Bo sung cau hoi mau #15 cho intent lich_hoc
Cho minh hoi them ve lich hoc.,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch học.",1,Bo sung cau hoi mau #16 cho intent lich_hoc
Minh muon kiem tra lai lich hoc.,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch học.",1,Bo sung cau hoi mau #17 cho intent lich_hoc
Tu van giup minh lich hoc.,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch học.",1,Bo sung cau hoi mau #18 cho intent lich_hoc
Minh can cap nhat lich hoc.,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch học.",1,Bo sung cau hoi mau #19 cho intent lich_hoc
Ban cho minh biet lich hoc voi.,lich_hoc,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch học.",1,Bo sung cau hoi mau #20 cho intent lich_hoc
Cho hỏi lịch thi,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",0,
Lịch thi của mình,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",0,
Lịch thi cuối kỳ,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,Bạn vui lòng cho biết học kỳ và năm học để mình tra cứu lịch thi cuối kỳ.,0,
Thi môn X khi nào,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết mã môn/tên môn, học kỳ và năm học để mình tra cứu lịch thi.",0,
Thi ở phòng nào,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết mã môn/tên môn, học kỳ và năm học để mình tra cứu phòng thi.",0,
Cho minh hoi ve lich thi duoc khong?,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #1 cho intent lich_thi
lich thi hien nay nhu the nao?,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #2 cho intent lich_thi
Minh can tra cuu lich thi.,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #3 cho intent lich_thi
lich thi ap dung ra sao?,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #4 cho intent lich_thi
Thong tin moi nhat ve lich thi la gi?,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #5 cho intent lich_thi
Minh muon biet chi tiet lich thi.,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #6 cho intent lich_thi
lich thi co thay doi gi khong?,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #7 cho intent lich_thi
Ban ho tro minh phan lich thi nhe.,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #8 cho intent lich_thi
Cho minh xin huong dan ve lich thi.,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #9 cho intent lich_thi
Minh dang thac mac ve lich thi.,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #10 cho intent lich_thi
Tra cuu giup minh lich thi.,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #11 cho intent lich_thi
lich thi danh cho sinh vien nhu the nao?,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #12 cho intent lich_thi
Minh can dieu kien lien quan den lich thi.,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #13 cho intent lich_thi
Ban giai thich giup lich thi.,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #14 cho intent lich_thi
Minh can thong tin chinh thuc ve lich thi.,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #15 cho intent lich_thi
Cho minh hoi them ve lich thi.,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #16 cho intent lich_thi
Minh muon kiem tra lai lich thi.,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #17 cho intent lich_thi
Tu van giup minh lich thi.,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #18 cho intent lich_thi
Minh can cap nhat lich thi.,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #19 cho intent lich_thi
Ban cho minh biet lich thi voi.,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #20 cho intent lich_thi
lich thi co nhung diem can luu y nao?,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #21 cho intent lich_thi
Huong dan thuc hien lich thi.,lich_thi,"mssv|lop,hoc_ky,nam_hoc",db_query,"Bạn vui lòng cho biết học kỳ, năm học và MSSV (hoặc lớp) để mình tra cứu lịch thi.",1,Bo sung cau hoi mau #22 cho intent lich_thi
